ID,question,short_answers
20015,Answer the question concisely with only the answer: so far away by avenged sevenfold lyrics meaning? Answer:,"A tribute to the band's original drummer Jimmy `` The Rev '' Sullivan, Who died in December 2009"
46751,Answer the question concisely with only the answer: when did the troubles begin in northern ireland? Answer:,In the late 1960s
73796,Answer the question concisely with only the answer: when did they stop making the pontiac g6? Answer:,2010
55664,Answer the question concisely with only the answer: how many times have the seahawks been to the playoffs? Answer:,16
58656,Answer the question concisely with only the answer: when did the $50 note come out in australia? Answer:,1973
60906,Answer the question concisely with only the answer: who had propounded the dynamic theory of origin of ocean tides? Answer:,Pierre - Simon Laplace
57995,Answer the question concisely with only the answer: the type of consciousness we experience when we are conscious of external sensations? Answer:,interception
16962,Answer the question concisely with only the answer: which part of the plant turmeric is obtained? Answer:,The rhizomes
1012,Answer the question concisely with only the answer: when did call of duty ww 2 come out? Answer:,"November, 2017"
6065,Answer the question concisely with only the answer: when is the movie the irishman coming out? Answer:,2019
31186,Answer the question concisely with only the answer: who played glinda the good witch of the north in the wizard of oz? Answer:,Mary William Herbert Appleton `` Billie '' Burke
56712,Answer the question concisely with only the answer: who promoted a pair of twins into the sky as gemini? Answer:,Zeus
18913,Answer the question concisely with only the answer: when was the bringing them home report released? Answer:,On 11 May 1995
78448,Answer the question concisely with only the answer: whats the name of the zoey 101 theme song? Answer:,Follow Me
55549,Answer the question concisely with only the answer: what is illegal under the computer misuse act 1990? Answer:,"Unauthorised access to computer material, Unauthorised access with intent to commit or facilitate commission of further offenses, Unauthorised modification of computer material"
20828,Answer the question concisely with only the answer: who is the us senator for new york? Answer:,"Kirsten Gilliland, Chuck Schumer"
6529,Answer the question concisely with only the answer: the daughter of a priest and concubine of agamemnon? Answer:,Chrysalis
66608,Answer the question concisely with only the answer: when did the chinese pull out of the olympics? Answer:,From 1952 to 1976 (Winter)
85511,Answer the question concisely with only the answer: something that can dissolve is described as being? Answer:,solutes
25114,Answer the question concisely with only the answer: what are three other names for makar sankranti? Answer:,"Mafia, Gujarat, Math BHU"
7756,Answer the question concisely with only the answer: who is the actor who plays eleven in stranger things? Answer:,Millie Bobby Brown
58901,Answer the question concisely with only the answer: who played taylor in the pilot of american housewife? Answer:,Johnny Sequoya
1947,Answer the question concisely with only the answer: who does luann's voice on king of the hill? Answer:,Brittany Murphy
84207,Answer the question concisely with only the answer: who directed the film in which kamal hassan made his acting debut? Answer:,K. Salamander
82832,Answer the question concisely with only the answer: what is the name of the flower in little shop of horrors? Answer:,Audrey II
26382,Answer the question concisely with only the answer: what is the song mama by jonas blue about? Answer:,"That period of your life when you're young and carefree, Without stress, Bills and problems and all you care about is having a good time with your friends every day and night"
61691,Answer the question concisely with only the answer: who plays the bad guy in wild wild west? Answer:,Confederate General `` Bloodbath '' McGrath
80689,Answer the question concisely with only the answer: what do they do on the first day of the dead? Answer:,Honor dead children and infants
31677,Answer the question concisely with only the answer: where was tales from the green valley filmed? Answer:,A small farm in Wales
4364,Answer the question concisely with only the answer: who sings blinded by the light wrapped up like a douche? Answer:,Bruce Springsteen
71380,Answer the question concisely with only the answer: where is c diff located in the body? Answer:,colon
48552,Answer the question concisely with only the answer: when did the song drinking problem come out? Answer:,"July 27, 2017"
66038,Answer the question concisely with only the answer: where does a catalytic converter go on a car? Answer:,Underneath the vehicle
54708,Answer the question concisely with only the answer: what is the open door policy for china? Answer:,"Keep China open to trade with all countries on an equal basis, Keeping any one power from total control of the country, And calling upon all powers, Within their spheres of influence, To refrain from interfering with any treaty port or any vested interest, To permit Chinese authorities to collect tariffs on an equal basis, And to show no favors to their own nationals in the matter of harbor dues or railroad charges"
