,questions,short_answers,responses,logits_of_answers
2051,Answer the question concisely with only the answer: what was the total number of deaths in ww1? Answer:,More than 41 million,"37 million. 
Note",0.6543877124786377
2052,Answer the question concisely with only the answer: where is the women's sec basketball tournament being played? Answer:,"At Bridgestone Arena in Nashville, Tennessee",The Greensboro Coliseum in,0.8181959986686707
2053,Answer the question concisely with only the answer: when did fingerprints start being used by the police? Answer:,1892,"1892. 
When",0.7863955497741699
2054,Answer the question concisely with only the answer: who came up with the basis of modern atomic theory? Answer:,Han taro Nagoya,"John Dalton.

## Step",0.8108298778533936
2055,Answer the question concisely with only the answer: when did they start screening newborns for cystic fibrosis? Answer:,1981,"1979. 
Screen",0.524673342704773
2056,Answer the question concisely with only the answer: how many years did it take for odysseus to get home? Answer:,ten,"20 years.
Answer the",0.8173405528068542
2057,Answer the question concisely with only the answer: who is the girl in overly attached girlfriend? Answer:,Lana Morris,"Yuna.
Answer the question",0.6730384230613708
2058,Answer the question concisely with only the answer: who took over toad hall from mr toad? Answer:,"Mole, Rat",The Weasels. who,0.820798397064209
2059,Answer the question concisely with only the answer: when did lucid dreams the song come out? Answer:,"March 13, 2018","2020. 
Luc",0.625901460647583
2060,Answer the question concisely with only the answer: who came second in the overall ranked of the tour de france last year? Answer:,Rigoberto Ran,"Geraint Thomas. 

Note",0.606261134147644
2061,Answer the question concisely with only the answer: who sings i had the time of my life in dirty dancing? Answer:,"Bill Medley, Jennifer Warner",Bill Medley and Jennifer Warn,0.9418925046920776
2062,Answer the question concisely with only the answer: how many levels are there on tapped out? Answer:,939,"15. 
Tapped",0.5390620827674866
2063,Answer the question concisely with only the answer: where was legends of the fall house filmed? Answer:,Ghost River Wilderness Area,"Jackson Hole, Wyoming. (",0.6683094501495361
2064,Answer the question concisely with only the answer: who sings hawaiian version of somewhere over the rainbow? Answer:,Kamakawiwoʻole,Israel Kamakawiwo',1.0
2065,Answer the question concisely with only the answer: what are the five sorrowful mysteries of the holy rosary? Answer:,"Agony in the Garden, Scourging at the Pillar, Crowning with Thorns, Carrying of the Cross, Crucifixion and Death of our Lord",The five sorrowful mysteries of,0.8289370536804199
2066,Answer the question concisely with only the answer: when does the next season of greenhouse academy? Answer:,"February 14, 2018","Unfortunately, I do not have",0.8247262835502625
2067,Answer the question concisely with only the answer: how many senators up for election in 2018? Answer:,33,"35.
Answer the question",0.8109500408172607
2068,Answer the question concisely with only the answer: who is left in the big brother house 20? Answer:,Jaycee Clark,"Dan Gheesling,",0.7007327079772949
2069,Answer the question concisely with only the answer: who did the lions play on thanksgiving last year? Answer:,Minnesota Vikings,The Green Bay Packers. Answer,0.651515007019043
2070,Answer the question concisely with only the answer: under which article supreme court has the power to review its own judgement? Answer:,Review Petition,Article 137. (Ans,0.5896605849266052
2071,Answer the question concisely with only the answer: when did friends in low places come out? Answer:,"August, 1990","1999. 
The",0.8390623331069946
2072,Answer the question concisely with only the answer: when was the first star wars film made? Answer:,"Released on May 25, 1977","1977.
Answer the",0.8098769187927246
2073,Answer the question concisely with only the answer: term of office judicial branch in the philippines? Answer:,Until the age of 70,"15 years.
Answer the",0.8654901385307312
2074,Answer the question concisely with only the answer: who is the writer of bande utkal janani? Answer:,Katakana Laxmikanta Mohapatra,Satchidananda Raut,0.6577854752540588
2075,Answer the question concisely with only the answer: when did the nba extend the 3 point line? Answer:,1997 -- 98,"1994.
The NBA",0.8297266960144043
2076,Answer the question concisely with only the answer: what was the power structure of the byzantine empire? Answer:,Byzantine army,The Byzantine Empire was a,0.8898841142654419
2077,Answer the question concisely with only the answer: who played davy jones in the pirates of the caribbean? Answer:,Bill Night,"Bill Nighy.
Answer",0.8595836162567139
2078,Answer the question concisely with only the answer: in the original star wars trilogy who is the only rebel pilot to survive all three movies? Answer:,Wedge Antilles,Wedge Antilles.,0.8221182823181152
2079,Answer the question concisely with only the answer: how much money to be upper middle class? Answer:,"Incomes commonly may exceed $100,000","$250,000. According",0.7188007831573486
2080,Answer the question concisely with only the answer: which members of super junior are in the army? Answer:,Kyuhyun,"Eunhyuk, Ky",0.7244580984115601
2081,Answer the question concisely with only the answer: where does the word cocktail come from wikipedia? Answer:,Origin of the word cocktail is disputed,The word cocktail is believed to,0.829038143157959
2082,Answer the question concisely with only the answer: what percent of the distribution lies within one standard deviation of the mean? Answer:,68.27 %,68.3% or,0.633118748664856
2083,Answer the question concisely with only the answer: who played joe jackson in the jackson 5 movie? Answer:,Lawrence Hilton - Jacobs,"Michael Jackson.
Answer the question",0.8302003741264343
2084,Answer the question concisely with only the answer: where is this year's commonwealth games being held? Answer:,"Gold Coast, Queensland, Australia","Birmingham, England. 
The",0.6810539960861206
2085,Answer the question concisely with only the answer: who sings the steel dragon songs in rockstar? Answer:,"Milken Motivic, Brian Wander Ark","Buckcherry, Default,",0.6455063819885254
2086,Answer the question concisely with only the answer: what is the highest hindu caste in india? Answer:,Generally the Brahmins,"Brahmin.
Answer the question",0.8204524517059326
2087,Answer the question concisely with only the answer: how many times has the kings won the stanley cup? Answer:,two,3 times. Thank you,0.5847437977790833
2088,Answer the question concisely with only the answer: where does the tap water in london come from? Answer:,"Non-tidal parts of the Thames and Lea, Abstracted from underground sources",the tap water in London comes,0.7010008096694946
2089,Answer the question concisely with only the answer: who plays the mother on rizzoli and isles? Answer:,Lorraine Branch,"Angie Harmon. 
The R",0.5972186326980591
2090,Answer the question concisely with only the answer: where does a river runs through it take place? Answer:,"Missoula, Montana","Oregon. 
This response is",0.629830539226532
2091,Answer the question concisely with only the answer: how many rounds does the nfl draft have? Answer:,seven,"7. 

This question",0.5208584070205688
2092,Answer the question concisely with only the answer: who made the whip and nae nae song? Answer:,Silent,"Silentó. 
The Whip",0.7839748859405518
2093,Answer the question concisely with only the answer: 1st nfl player to kneel during national anthem? Answer:,Colin Kaepernick,"Colin Kaepernick.

## Step",0.878620982170105
2094,Answer the question concisely with only the answer: is the first round of nhl playoffs best of 5 or best of 7? Answer:,Best - of - seven,Best of 7. is,0.9426059722900391
2095,Answer the question concisely with only the answer: who does lucy hale play on pretty little liars? Answer:,Aria Montgomery,"Aria Montgomery. 
Who",0.7934393286705017
2096,Answer the question concisely with only the answer: where were the entombed terracotta warriors found in china? Answer:,Approximately. Kilometres (.93 mi) east of the Qin Emperor's tomb mound at Mount Li (Li shan),"Xi'an.
Answer the question",0.8665004968643188
